-0.958067,0.130299,0.284290,0.598345,-0.526945,-0.364619,-0.075314,0.006551,-0.233397,-0.178026,0.380112,0.035949,-0.016614,-0.208657,0.256443,0.216743,0.022391,-0.232941,0.021184,0.153863,-0.087214,-0.079596,-0.111802,0.104899,0.039546,0.139473,-0.074641,-0.027683,0.052049,0.026468,-0.007171,0.087571,-0.052606,-0.061789,0.044533,-0.071963,-0.020957,-0.019325,0.033752,0.003692,-0.015001,-0.025661,-0.031034,0.025523,-0.020015,-0.036432,0.009625,0.001430,0.027320,-0.003796,-0.003296,-0.029160,0.010651,-0.014352,0.010106,0.029407,-0.019622,-0.005990,0.002385,-0.014248,0.017107,0.009732,-0.013489,0.000989,-0.006926,-0.002814,-0.002945,-0.003022,-0.003771,-0.000074,0.006744,-0.003896,0.000966,0.001899,-0.001998
0.789148,-0.558724,-0.243228,0.111946,0.014367,-0.231291,0.227995,0.252769,-0.498363,-0.099321,0.226356,-0.170741,0.118235,0.329016,-0.054105,0.179227,0.032968,0.210194,-0.025346,-0.046606,-0.178129,0.071483,0.102056,0.003448,0.066735,0.006179,-0.000475,0.023106,-0.020914,-0.122533,-0.022181,0.058304,-0.028494,-0.035368,-0.022417,0.088894,0.006794,-0.046859,0.010001,-0.006530,-0.018184,0.063474,-0.033029,0.025659,0.020378,0.016630,0.001691,0.040638,0.010391,0.002616,-0.013997,0.001818,-0.016849,0.009717,-0.008033,-0.000709,-0.005644,0.013354,0.002730,0.000005,0.003160,0.013046,-0.003840,0.003023,-0.001558,-0.006529,-0.007151,0.007770,-0.002966,-0.005821,-0.002689,0.000829,-0.001018,-0.009236,-0.004077
0.532313,-0.442109,-0.160151,0.749462,0.222355,0.240464,0.329927,0.123849,-0.200390,0.203102,-0.004492,-0.064306,-0.039382,-0.067483,0.138390,0.085614,0.272718,0.020666,-0.097461,-0.033331,-0.037775,0.026666,-0.019811,0.044908,-0.057616,-0.059314,-0.131086,-0.026763,-0.023346,-0.036414,-0.006047,0.065309,0.033040,-0.044705,-0.080257,0.041027,0.076279,0.085563,-0.047404,-0.030094,0.000807,0.004377,-0.011622,-0.016632,-0.029782,-0.015499,-0.032254,-0.017699,0.038268,-0.014384,-0.012051,-0.024277,0.028410,-0.008756,-0.002660,0.009032,0.005511,0.007878,0.000362,0.001192,0.006521,0.013021,-0.003493,-0.005390,-0.009836,-0.008137,-0.005152,0.001936,-0.004459,0.003742,0.003003,-0.008237,0.000053,0.001423,-0.002630
0.020643,-0.003952,-0.143688,-0.221780,-0.097759,0.119584,-0.026984,-0.566510,0.403580,0.171486,-0.034160,0.232282,-0.077375,0.052992,0.184405,0.001952,0.142870,0.086322,-0.084548,-0.111100,0.035528,-0.032846,0.180216,0.056824,-0.006019,-0.004397,0.021832,0.158275,0.073496,-0.034575,-0.096110,0.032250,-0.013286,-0.056660,-0.015723,0.009788,-0.024509,-0.029878,0.034940,-0.068321,0.012486,0.015315,-0.016747,0.008159,0.002041,-0.000747,0.041514,0.071674,0.009568,-0.052458,-0.012739,-0.000649,-0.006002,-0.011913,0.003979,0.008966,0.041884,0.006047,-0.000210,0.011977,-0.003826,0.016055,-0.021558,0.010635,0.004945,-0.005087,-0.008364,0.005874,0.014054,-0.007558,-0.002847,0.006171,0.004399,0.003283,0.000597
-0.336104,-0.533655,-0.056975,-0.466892,0.132777,0.164816,-0.499995,-0.075463,-0.005615,0.277283,0.273966,0.000281,0.063038,0.003447,-0.017394,0.153049,-0.063703,-0.000263,-0.119306,-0.144917,0.069293,-0.035200,-0.013062,0.005448,-0.018524,0.034294,0.002238,-0.106475,-0.004507,0.030850,0.018317,0.109157,0.059132,0.028956,0.012292,-0.003989,0.043203,0.001928,0.013747,-0.012934,-0.016321,-0.006576,-0.015699,-0.009714,-0.014610,0.001138,-0.026071,0.033283,0.034800,-0.033195,0.003679,-0.006863,0.012951,-0.017385,-0.003181,0.006504,-0.004677,0.007416,0.001633,-0.002189,0.001137,0.016059,0.004460,-0.009232,0.000954,-0.012504,-0.008147,0.007646,-0.006634,-0.011517,0.001885,0.004508,0.006767,0.001989,-0.000721
-0.566256,0.280761,-0.271641,0.122995,-0.045628,-0.000967,-0.503974,0.068426,-0.312617,-0.200623,-0.102186,-0.147038,-0.113622,0.299340,-0.005970,-0.058660,0.087378,0.124304,0.250293,0.084056,0.113409,0.005920,0.075678,-0.074784,0.122483,0.083565,-0.144308,0.017734,0.023748,0.145045,-0.048640,0.116859,-0.023228,0.057841,-0.085205,0.095479,-0.050160,0.027645,0.022660,0.002634,0.030646,-0.026393,-0.015875,0.001511,-0.012855,-0.026647,-0.001154,0.010653,0.035493,-0.023353,0.006707,-0.032971,0.001830,-0.020704,-0.012926,-0.007126,-0.006426,-0.013894,0.004179,0.019074,0.000761,0.005819,-0.008609,0.003896,0.002930,0.000060,-0.007980,0.005906,-0.002946,-0.006147,0.000294,-0.002611,-0.000446,-0.002559,-0.000892
-0.081968,0.323932,-0.132415,0.408360,-0.154011,0.065398,-0.010067,-0.074379,-0.395276,-0.084697,0.178342,-0.066336,-0.216855,-0.078222,0.156849,0.020028,-0.075815,-0.181409,0.160402,-0.111747,-0.065835,-0.035183,-0.043833,0.019040,-0.092104,0.066138,-0.145288,0.018482,0.038924,-0.001442,0.015036,0.028492,-0.018297,0.025684,0.044297,0.017651,0.021670,0.002867,-0.026013,-0.062037,-0.032156,0.007463,-0.009734,0.023430,0.007830,-0.046650,0.035535,-0.009513,0.019555,-0.003595,-0.020334,-0.011534,0.007334,-0.011409,0.003696,-0.008207,-0.005324,0.001317,0.001901,-0.010310,0.004990,0.002243,-0.013750,0.003805,-0.004410,-0.007027,-0.008065,0.002409,0.001988,-0.007235,0.005750,-0.002138,0.000114,-0.000593,-0.003000
-0.212415,-1.078229,-0.074763,-0.485577,-0.001930,-0.234061,0.209253,-0.369216,0.152088,0.034442,-0.317855,-0.149552,-0.155502,0.060380,-0.219957,0.072414,-0.008795,-0.060336,0.036216,0.131651,-0.139086,0.001173,0.075252,0.051498,-0.105790,0.046300,-0.008207,0.095430,0.027979,-0.040737,0.007529,0.014722,0.010063,-0.048362,-0.037886,0.004055,-0.029855,-0.049977,0.037300,-0.041340,-0.008023,0.001513,-0.016131,0.026420,0.005707,-0.010677,0.027793,0.022693,0.019788,-0.017506,-0.024558,-0.007098,0.009123,0.007709,0.007682,-0.005487,0.002155,0.021415,0.003429,-0.003363,0.012110,0.008707,-0.004581,-0.001081,-0.006743,-0.007765,0.000698,0.004858,-0.004298,-0.003393,-0.005333,0.002580,0.001878,-0.003466,-0.000430
0.698705,-0.481767,-0.222356,-0.162080,-0.071484,-0.266496,-0.048505,-0.188163,0.187833,-0.037353,-0.129825,0.016866,-0.147814,0.192703,-0.266372,-0.165427,0.054180,-0.093246,0.004773,0.122803,0.092340,-0.063043,0.042350,0.008029,-0.030746,-0.012902,-0.061379,0.009112,-0.097216,-0.063967,0.064103,0.022983,-0.017216,-0.024684,0.011324,0.078821,0.036879,-0.011542,0.012692,-0.004214,-0.002396,-0.011554,-0.015060,0.017337,0.031021,-0.027859,0.007687,-0.006388,0.029685,-0.001816,0.001123,-0.015006,0.006688,0.010001,-0.014813,0.013918,0.027154,-0.004634,0.007089,-0.003394,0.000785,0.008423,-0.008158,0.019272,0.001401,-0.004247,-0.005693,0.007615,-0.002869,0.000064,0.002245,0.002568,0.003021,0.003495,0.004524
-0.091099,0.069487,0.007236,-0.140721,0.366233,0.217730,0.207117,-0.313673,-0.046601,0.283311,0.067565,-0.028400,0.084776,-0.078577,0.079018,-0.070622,0.135718,-0.031128,-0.134313,0.041434,0.109632,0.054241,-0.095048,-0.051209,-0.103106,0.239916,0.044277,0.029492,0.059292,-0.021675,0.021144,0.005742,-0.018573,-0.052028,-0.000643,-0.024723,-0.008019,0.043956,0.059636,0.015090,-0.010292,0.006660,-0.032713,-0.016543,-0.001578,0.004417,0.028913,0.003477,0.023369,-0.022248,0.020980,-0.015277,0.004261,0.001599,0.006434,-0.002498,0.001563,0.017579,0.009262,0.001603,0.027762,-0.003999,-0.017525,-0.010166,-0.008436,-0.006764,-0.005342,0.002387,0.000966,-0.004824,0.000768,0.002562,0.002062,-0.001918,-0.002069
